id_ponto_externo,nome_local,tipo,endereco,bairro,subprefeitura,regiao,latitude,longitude,status,horario_funcionamento,descricao,link
EXT-0075,Praça da Cidadania - Jardim Maria Rita,WIFI,"Avenida Marginal do Ribeirão, 706",Jardim Maria Rita,Carapicuíba,Carapicuíba,-23.580055,-46.81688,ATIVO,INT 24h,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_075. Usuário: publico. Senha: Carap5867. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.youtube.com/
EXT-0076,Praça Central - Jardim Maria Helena,WIFI,"Avenida Marginal do Ribeirão, 535",Jardim Maria Helena,Carapicuíba,Carapicuíba,-23.526948,-46.890621,INATIVO,INT 24h,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_076. Usuário: publico. Senha: Carap2276. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.google.com/
EXT-0077,Escola Municipal - Vila Lourdes,WIFI,"Rua Dona Primitiva Vianco, 936",Vila Lourdes,Carapicuíba,Carapicuíba,-23.529795,-46.812732,INATIVO,STR 07:00-19:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_077. Usuário: publico. Senha: Carap2590. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.gov.br/
EXT-0078,Escola Municipal - Vila Silviania,CABO,"Rua Antônio Roberto, 180",Vila Silviania,Carapicuíba,Carapicuíba,-23.470211,-46.812443,INATIVO,INT 07:00-23:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0079,Unidade Administrativa - Parque Gabriel,WIFI,"Rua José Michel, 259",Parque Gabriel,Carapicuíba,Carapicuíba,-23.502516,-46.858761,ATIVO,INT 08:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_079. Usuário: publico. Senha: Carap3644. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.gov.br/
EXT-0080,Parque Municipal - Jardim Ariston,WIFI,"Rua das Acácias, 657",Jardim Ariston,Carapicuíba,Carapicuíba,-23.581382,-46.835969,ATIVO,INT 08:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_080. Usuário: publico. Senha: Carap7251. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.carapicuiba.sp.gov.br/
EXT-0081,Ginásio Municipal - Vila Cristina,CABO,"Rua Minas Gerais, 241",Vila Cristina,Carapicuíba,Carapicuíba,-23.544223,-46.821233,ATIVO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.google.com/
EXT-0082,UBS Municipal - Jardim Maria Helena,CABO,"Rua São Paulo, 442",Jardim Maria Helena,Carapicuíba,Carapicuíba,-23.456205,-46.847679,ATIVO,INT 08:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.carapicuiba.sp.gov.br/
EXT-0083,Centro de Convivência - Jardim São Daniel,WIFI,"Avenida Brasil, 38",Jardim São Daniel,Carapicuíba,Carapicuíba,-23.447928,-46.786558,MANUTENCAO,STR 08:00-17:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_083. Usuário: publico. Senha: Carap6373. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.youtube.com/
EXT-0084,Centro Cultural - Jardim Popular,WIFI,"Avenida Brasil, 266",Jardim Popular,Carapicuíba,Carapicuíba,-23.477698,-46.906575,ATIVO,STR 08:00-20:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_084. Usuário: publico. Senha: Carap3105. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.youtube.com/
EXT-0085,Praça da Cidadania - Vila Silviania,CABO,"Rua das Flores, 470",Vila Silviania,Carapicuíba,Carapicuíba,-23.516349,-46.778962,MANUTENCAO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.carapicuiba.sp.gov.br/
EXT-0086,Praça Central - Jardim Maria Tereza,WIFI,"Rua Dona Primitiva Vianco, 626",Jardim Maria Tereza,Carapicuíba,Carapicuíba,-23.580741,-46.796508,ATIVO,STR 07:00-19:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_086. Usuário: publico. Senha: Carap8891. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.carapicuiba.sp.gov.br/
EXT-0087,Biblioteca Municipal - Vila Dirce,CABO,"Rua das Acácias, 909",Vila Dirce,Carapicuíba,Carapicuíba,-23.552897,-46.845023,ATIVO,STR 07:00-19:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0088,Casa da Cultura - Jardim Maria Rita,CABO,"Avenida Brasil, 443",Jardim Maria Rita,Carapicuíba,Carapicuíba,-23.478,-46.873434,ATIVO,INT 07:00-23:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0089,Feira Municipal - Jardim São Daniel,WIFI,"Rua Dona Primitiva Vianco, 690",Jardim São Daniel,Carapicuíba,Carapicuíba,-23.48588,-46.82086,ATIVO,STR 09:00-21:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_089. Usuário: publico. Senha: Carap5605. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.gov.br/
EXT-0090,CRAS Municipal - Parque Gabriel,WIFI,"Avenida Inocêncio Seráfico, 763",Parque Gabriel,Carapicuíba,Carapicuíba,-23.567933,-46.761042,ATIVO,INT 08:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_090. Usuário: publico. Senha: Carap9119. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0091,Estação de Atendimento - Jardim Maria Rita,CABO,"Rua das Acácias, 100",Jardim Maria Rita,Carapicuíba,Carapicuíba,-23.556417,-46.872454,ATIVO,INT 06:00-22:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0092,Praça Central - Vila Cristina,WIFI,"Avenida Marginal do Ribeirão, 854",Vila Cristina,Carapicuíba,Carapicuíba,-23.502303,-46.878702,ATIVO,INT 24h,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_092. Usuário: publico. Senha: Carap4946. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0093,Unidade de Serviços - Parque Jandaia,WIFI,"Avenida Rui Barbosa, 960",Parque Jandaia,Carapicuíba,Carapicuíba,-23.451513,-46.777257,MANUTENCAO,STR 08:00-20:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_093. Usuário: publico. Senha: Carap6672. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.google.com/
EXT-0094,CRAS Municipal - Parque Gabriel,WIFI,"Avenida Brasil, 482",Parque Gabriel,Carapicuíba,Carapicuíba,-23.439972,-46.770184,MANUTENCAO,INT 07:00-23:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_094. Usuário: publico. Senha: Carap3599. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0095,Ginásio Municipal - Vila Cristina,WIFI,"Rua das Flores, 694",Vila Cristina,Carapicuíba,Carapicuíba,-23.533226,-46.777465,ATIVO,INT 24h,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_095. Usuário: publico. Senha: Carap4591. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0096,Terminal Rodoviário - Jardim Popular,CABO,"Avenida Marginal do Ribeirão, 61",Jardim Popular,Carapicuíba,Carapicuíba,-23.532123,-46.90374,MANUTENCAO,STR 08:00-17:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0097,Centro de Convivência - Centro,WIFI,"Rua Rio Grande do Sul, 465",Centro,Carapicuíba,Carapicuíba,-23.539313,-46.822647,ATIVO,INT 06:00-22:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_097. Usuário: publico. Senha: Carap9955. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0098,Biblioteca Municipal - Jardim Ana Estela,WIFI,"Avenida Rui Barbosa, 993",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.4753,-46.906206,ATIVO,INT 07:00-23:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_098. Usuário: publico. Senha: Carap9375. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0099,Unidade Administrativa - Vila Dirce,CABO,"Rua Antônio Roberto, 654",Vila Dirce,Carapicuíba,Carapicuíba,-23.46095,-46.883571,ATIVO,INT 08:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.google.com/
EXT-0100,Espaço Jovem - Vila Municipal,CABO,"Avenida Rui Barbosa, 432",Vila Municipal,Carapicuíba,Carapicuíba,-23.50014,-46.896318,ATIVO,INT 08:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.youtube.com/
EXT-0101,Feira Municipal - Jardim Santo Estevão,CABO,"Rua das Acácias, 523",Jardim Santo Estevão,Carapicuíba,Carapicuíba,-23.481036,-46.79521,MANUTENCAO,INT 06:00-22:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0102,Centro Comunitário - Jardim Popular,WIFI,"Rua José Michel, 304",Jardim Popular,Carapicuíba,Carapicuíba,-23.512808,-46.778627,MANUTENCAO,STR 08:00-17:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_102. Usuário: publico. Senha: Carap8553. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0103,Escola Municipal - Jardim Ana Estela,CABO,"Rua Rio Grande do Sul, 541",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.453711,-46.783102,MANUTENCAO,STR 08:00-17:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0104,Parque Municipal - Vila Lourdes,WIFI,"Rua Bahia, 546",Vila Lourdes,Carapicuíba,Carapicuíba,-23.580419,-46.800885,INATIVO,INT 07:00-23:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_104. Usuário: publico. Senha: Carap5737. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.carapicuiba.sp.gov.br/
EXT-0105,Unidade Administrativa - Vila Municipal,WIFI,"Rua Dona Primitiva Vianco, 266",Vila Municipal,Carapicuíba,Carapicuíba,-23.479652,-46.826831,ATIVO,STR 06:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_105. Usuário: publico. Senha: Carap8299. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.youtube.com/
EXT-0106,Praça Central - Parque Jandaia,WIFI,"Rua Antônio Roberto, 602",Parque Jandaia,Carapicuíba,Carapicuíba,-23.552903,-46.892133,ATIVO,INT 07:00-23:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_106. Usuário: publico. Senha: Carap6832. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0107,Praça Central - Jardim Maria Beatriz,WIFI,"Rua do Bosque, 355",Jardim Maria Beatriz,Carapicuíba,Carapicuíba,-23.454879,-46.767479,INATIVO,STR 08:00-20:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_107. Usuário: publico. Senha: Carap4385. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0108,Ginásio Municipal - Parque Jandaia,WIFI,"Avenida Marginal do Ribeirão, 630",Parque Jandaia,Carapicuíba,Carapicuíba,-23.519991,-46.818226,ATIVO,INT 07:00-23:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_108. Usuário: publico. Senha: Carap5876. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.carapicuiba.sp.gov.br/
EXT-0109,Escola Municipal - Jardim Ana Estela,CABO,"Rua São Paulo, 975",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.493179,-46.78584,ATIVO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0110,Unidade de Serviços - Jardim Maria Beatriz,CABO,"Rua São Paulo, 205",Jardim Maria Beatriz,Carapicuíba,Carapicuíba,-23.448169,-46.783269,INATIVO,STR 07:00-19:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.carapicuiba.sp.gov.br/
EXT-0111,Unidade de Serviços - Jardim Ariston,WIFI,"Rua Antônio Roberto, 822",Jardim Ariston,Carapicuíba,Carapicuíba,-23.521512,-46.764613,MANUTENCAO,STR 08:00-17:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_111. Usuário: publico. Senha: Carap7381. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.carapicuiba.sp.gov.br/
EXT-0112,Escola Municipal - Vila Municipal,CABO,"Rua Antônio Roberto, 853",Vila Municipal,Carapicuíba,Carapicuíba,-23.455363,-46.897156,ATIVO,STR 08:00-20:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0113,Posto de Atendimento - Jardim Ana Estela,WIFI,"Rua Antônio Roberto, 171",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.521617,-46.859041,ATIVO,STR 07:00-19:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_113. Usuário: publico. Senha: Carap1847. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.gov.br/
EXT-0114,Praça da Cidadania - Vila Cristina,WIFI,"Rua das Flores, 793",Vila Cristina,Carapicuíba,Carapicuíba,-23.457,-46.82808,MANUTENCAO,STR 06:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_114. Usuário: publico. Senha: Carap3174. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.gov.br/
EXT-0115,Unidade de Serviços - Parque Santa Teresa,CABO,"Rua Rio Grande do Sul, 80",Parque Santa Teresa,Carapicuíba,Carapicuíba,-23.519494,-46.872652,ATIVO,STR 07:00-19:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.google.com/
EXT-0116,Casa da Cultura - Vila Cristina,WIFI,"Rua Minas Gerais, 482",Vila Cristina,Carapicuíba,Carapicuíba,-23.45074,-46.794112,MANUTENCAO,STR 08:00-17:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_116. Usuário: publico. Senha: Carap7392. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.carapicuiba.sp.gov.br/
EXT-0117,Ginásio Municipal - Jardim Maria Rita,CABO,"Avenida Marginal do Ribeirão, 756",Jardim Maria Rita,Carapicuíba,Carapicuíba,-23.478085,-46.777175,INATIVO,INT 08:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.youtube.com/
EXT-0118,Feira Municipal - Vila Municipal,CABO,"Avenida Rui Barbosa, 969",Vila Municipal,Carapicuíba,Carapicuíba,-23.569763,-46.899138,ATIVO,STR 09:00-21:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0119,Unidade Administrativa - Vila Municipal,CABO,"Rua Dona Primitiva Vianco, 494",Vila Municipal,Carapicuíba,Carapicuíba,-23.539274,-46.905009,ATIVO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0120,Centro Comunitário - Vila Cristina,WIFI,"Rua das Flores, 469",Vila Cristina,Carapicuíba,Carapicuíba,-23.458516,-46.837923,ATIVO,STR 06:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_120. Usuário: publico. Senha: Carap1624. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.youtube.com/
EXT-0121,Estação de Atendimento - Parque Gabriel,CABO,"Rua das Flores, 532",Parque Gabriel,Carapicuíba,Carapicuíba,-23.535923,-46.821091,ATIVO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0122,Praça da Cidadania - Parque Santa Teresa,WIFI,"Avenida Brasil, 778",Parque Santa Teresa,Carapicuíba,Carapicuíba,-23.494647,-46.881113,INATIVO,STR 07:00-19:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_122. Usuário: publico. Senha: Carap9063. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.carapicuiba.sp.gov.br/
EXT-0123,Centro de Convivência - Jardim Ana Estela,CABO,"Rua Minas Gerais, 883",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.536017,-46.790164,ATIVO,STR 06:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.google.com/
EXT-0124,Parque Municipal - Vila Lourdes,WIFI,"Rua São Paulo, 151",Vila Lourdes,Carapicuíba,Carapicuíba,-23.45763,-46.791477,ATIVO,INT 24h,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_124. Usuário: publico. Senha: Carap5331. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.gov.br/
EXT-0125,Ginásio Municipal - Jardim Popular,CABO,"Avenida Marginal do Ribeirão, 328",Jardim Popular,Carapicuíba,Carapicuíba,-23.578625,-46.844438,ATIVO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0126,Ginásio Municipal - Jardim Santo Estevão,CABO,"Avenida Inocêncio Seráfico, 278",Jardim Santo Estevão,Carapicuíba,Carapicuíba,-23.525383,-46.846452,ATIVO,INT 06:00-22:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.google.com/
EXT-0127,Escola Municipal - Jardim Ana Estela,CABO,"Rua Bahia, 638",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.487182,-46.796476,ATIVO,INT 06:00-22:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0128,Unidade Administrativa - Centro,CABO,"Rua Minas Gerais, 560",Centro,Carapicuíba,Carapicuíba,-23.572062,-46.891751,ATIVO,INT 07:00-23:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0129,Casa da Cultura - Jardim Ana Estela,CABO,"Avenida Rui Barbosa, 345",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.523834,-46.837399,INATIVO,INT 07:00-23:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.carapicuiba.sp.gov.br/
EXT-0130,Ginásio Municipal - Vila Municipal,CABO,"Avenida Inocêncio Seráfico, 271",Vila Municipal,Carapicuíba,Carapicuíba,-23.450265,-46.816159,ATIVO,INT 08:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.carapicuiba.sp.gov.br/
EXT-0131,Praça Central - Jardim Santo Estevão,CABO,"Rua José Michel, 36",Jardim Santo Estevão,Carapicuíba,Carapicuíba,-23.565578,-46.86346,MANUTENCAO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.youtube.com/
EXT-0132,Biblioteca Municipal - Centro,WIFI,"Avenida Inocêncio Seráfico, 373",Centro,Carapicuíba,Carapicuíba,-23.539267,-46.787911,ATIVO,STR 06:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_132. Usuário: publico. Senha: Carap8134. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0133,CRAS Municipal - Jardim Santo Estevão,CABO,"Avenida Inocêncio Seráfico, 380",Jardim Santo Estevão,Carapicuíba,Carapicuíba,-23.454757,-46.819164,INATIVO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0134,Biblioteca Municipal - Jardim Ana Estela,CABO,"Rua das Acácias, 594",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.527914,-46.83503,ATIVO,STR 07:00-19:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0135,Centro Comunitário - Vila Silviania,WIFI,"Rua Minas Gerais, 975",Vila Silviania,Carapicuíba,Carapicuíba,-23.54443,-46.909184,INATIVO,INT 06:00-22:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_135. Usuário: publico. Senha: Carap7037. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.google.com/
EXT-0136,Praça Central - Vila Dirce,CABO,"Rua São Paulo, 228",Vila Dirce,Carapicuíba,Carapicuíba,-23.471335,-46.875,ATIVO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.google.com/
EXT-0137,CRAS Municipal - Jardim Maria Rita,WIFI,"Rua São Paulo, 719",Jardim Maria Rita,Carapicuíba,Carapicuíba,-23.58244,-46.768592,ATIVO,STR 07:00-19:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_137. Usuário: publico. Senha: Carap9194. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",
EXT-0138,Centro Esportivo - Vila Dirce,WIFI,"Rua Antônio Roberto, 775",Vila Dirce,Carapicuíba,Carapicuíba,-23.469423,-46.863991,ATIVO,INT 06:00-22:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_138. Usuário: publico. Senha: Carap4688. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.gov.br/
EXT-0139,Biblioteca Municipal - Jardim Maria Rita,CABO,"Avenida Brasil, 607",Jardim Maria Rita,Carapicuíba,Carapicuíba,-23.574187,-46.9071,ATIVO,STR 08:00-17:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0140,Escola Municipal - Centro,CABO,"Rua Dona Primitiva Vianco, 84",Centro,Carapicuíba,Carapicuíba,-23.556526,-46.766209,ATIVO,STR 08:00-17:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.gov.br/
EXT-0141,Centro de Convivência - Parque Santa Teresa,WIFI,"Avenida Rui Barbosa, 713",Parque Santa Teresa,Carapicuíba,Carapicuíba,-23.495561,-46.844439,ATIVO,INT 24h,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_141. Usuário: publico. Senha: Carap8199. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.youtube.com/
EXT-0142,Posto de Atendimento - Jardim Ana Estela,CABO,"Rua Dona Primitiva Vianco, 323",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.476878,-46.853781,ATIVO,INT 07:00-23:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0143,Centro de Convivência - Jardim Ana Estela,CABO,"Rua São Paulo, 862",Jardim Ana Estela,Carapicuíba,Carapicuíba,-23.546369,-46.78311,INATIVO,INT 07:00-23:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.carapicuiba.sp.gov.br/
EXT-0144,Centro Cultural - Jardim Popular,CABO,"Avenida Marginal do Ribeirão, 378",Jardim Popular,Carapicuíba,Carapicuíba,-23.466672,-46.842406,MANUTENCAO,INT 24h,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.youtube.com/
EXT-0145,Centro Esportivo - Jardim Maria Tereza,CABO,"Rua das Palmeiras, 426",Jardim Maria Tereza,Carapicuíba,Carapicuíba,-23.462275,-46.836326,MANUTENCAO,STR 06:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.carapicuiba.sp.gov.br/
EXT-0146,Praça da Cidadania - Jardim Santo Estevão,WIFI,"Rua Bahia, 444",Jardim Santo Estevão,Carapicuíba,Carapicuíba,-23.58408,-46.804185,ATIVO,INT 08:00-18:00,"Acesso Wi-Fi público. SSID: Carapicuiba_Publica_146. Usuário: publico. Senha: Carap6248. Conecte-se à rede, abra o navegador e aceite os termos de uso para iniciar a sessão.",https://www.youtube.com/
EXT-0147,Terminal Rodoviário - Vila Cristina,CABO,"Rua Minas Gerais, 890",Vila Cristina,Carapicuíba,Carapicuíba,-23.564899,-46.769572,ATIVO,INT 08:00-18:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",
EXT-0148,Praça da Cidadania - Parque Jandaia,CABO,"Rua das Acácias, 287",Parque Jandaia,Carapicuíba,Carapicuíba,-23.498119,-46.901102,INATIVO,INT 07:00-23:00,"Ponto de acesso por cabo. Conecte o equipamento à porta de rede identificada, aguarde a obtenção automática do endereço IP e abra o navegador para autenticação, se solicitada.",https://www.google.com/
